audio_number	audio_id	youtube_video_id	audio_artist	audio_title	audio_artist_parsed	audio_title_parsed	candidate_utwu_id	candidate_spotify_order	candidate_artist	candidate_title	candidate_artist_parsed	candidate_title_parsed	score	artist_score	title_score	gap_to_second	quality	second_utwu_id	second_artist	second_title	second_score
151	audio-0151	1fDdcrs9X10	Hooverphonic	Amalfi (Official Video)	hooverphonic	amalfi official video	utwu-000767	172	Hooverphonic	Amalfi	hooverphonic	amalfi	1.0000	1.0000	1.0000	0.3143	exact	utwu-000738	Hooverphonic	Romantic	0.6857
152	audio-0152	OJnIb5zA1RQ	Brodka	Mirror Mirror	brodka	mirror mirror	utwu-000768	171	Brodka	Mirror Mirror	brodka	mirror mirror	1.0000	1.0000	1.0000	0.4065	exact	utwu-000798	Brodka	Holy Holes	0.5935
153	audio-0153	B8yz5la6PG4	Coma	Leszek Zukowski	coma	leszek zukowski	utwu-000769	170	Coma	Leszek Żukowski	coma	leszek zukowski	1.0000	1.0000	1.0000	0.3833	exact	utwu-000194	Coma	Pożegnanie z bajką	0.6167
154	audio-0154	XqmUVs7wAIA	Kombi	Słodkiego Miłego Życia (HQ)	kombi	slodkiego milego zycia hq	utwu-000770	169	Kombi	Słodkiego Miłego Życia	kombi	słodkiego miłego zycia	0.9500	1.0000	0.9091	0.5065	high	utwu-000209	Robi	On ne meurt plus d'amour	0.4435
155	audio-0155	05PUVXgZI9g	Natalia Przybysz	Dzieci Malarzy [Official Audio]	natalia przybysz	dzieci malarzy official audio	utwu-000940		Natalia Przybysz	Dzieci malarzy	natalia przybysz	dzieci malarzy	1.0000	1.0000	1.0000	0.4081	exact	utwu-000759	Natalia Przybysz	Nazywam się niebo	0.5919
156	audio-0156	L_JjrcAGW4o	Sorry Boys	Absolutnie, absolutnie (official single)	sorry boys	absolutnie absolutnie official single	utwu-000772	167	Sorry Boys	Absolutnie, absolutnie	sorry boys	absolutnie absolutnie	1.0000	1.0000	1.0000	0.4685	exact	utwu-000745	Sorry Boys	Wracam	0.5315
157	audio-0157	mQs9TScZulk	Męskie Granie Orkiestra 2014 (Brodka, Deriglasoff, Emade, Podsiadło, Smolik)	Elektryczny	meskie granie orkiestra 2014 brodka deriglasoff emade podsiadlo smolik	elektryczny	utwu-000773	166	Smolik, Brodka, Dawid Podsiadło	Elektryczny	smolik | brodka | dawid podsiadło	elektryczny	0.7510	0.4466	1.0000	0.3455	review	utwu-000802	Męskie Granie Orkiestra 2018, Kortez, Dawid Podsiadło, Krzysztof Zalewski	Początek	0.4055
158	audio-0158	WcwZcqeGccw	Republika	Telefony (Live)	republika	telefony live	utwu-000774	165	Republika	Telefony - Live	republika	telefony live	1.0000	1.0000	1.0000	0.3224	exact	utwu-000752	Republika	Biała Flaga - Live	0.6776
159	audio-0159	AazC2TJuRNU	Hooverphonic	Heartbroken (Live at Koningin Elisabethzaal 2012)	hooverphonic	heartbroken live at koningin elisabethzaal 2012	utwu-000775	164	Hooverphonic	Heartbroken - Live at Koningin Elisabethzaal 2012	hooverphonic	heartbroken live at koningin elisabethzaal 2012	1.0000	1.0000	1.0000	0.1031	exact	utwu-000751	Hooverphonic	Mad About You - Live at Koningin Elisabethzaal 2012	0.8969
160	audio-0160	b16vSZMJ13k	Sidney Polak	Otwieram Wino [Official Music Video]	sidney polak	otwieram wino official music video	utwu-000776	163	Sidney Polak, Pezet	Otwieram wino (feat. Pezet)	sidney polak | pezet	otwieram wino feat pezet	0.7240	0.7500	0.7027	0.2507	review	utwu-000354	Slackwax	On the Road Again	0.4733
161	audio-0161	GqZxi3nonqQ	The Dumplings	Betonowy Las [Official Music Video]	the dumplings	betonowy las official music video	utwu-000777	162	The Dumplings	Betonowy las	the dumplings	betonowy las	1.0000	1.0000	1.0000	0.3983	exact	utwu-000743	The Dumplings	Kocham być z tobą	0.6017
162	audio-0162	m5CE1yPDxAs	Brodka	Varsovie (Official Video)	brodka	varsovie official video	utwu-000778	161	Brodka	Varsovie	brodka	varsovie	1.0000	1.0000	1.0000	0.3143	exact	utwu-000748	Brodka	Horses	0.6857
163	audio-0163	olkNnmhMj7Y	Izabela Trojanowska	Wszystko czego dziś chcę	izabela trojanowska	wszystko czego dzis chce	utwu-000779	160	Izabela Trojanowska	Wszystko Czego Dziś Chcę 2006	izabela trojanowska	wszystko czego dzis chce 2006	0.9481	1.0000	0.9057	0.4916	high	utwu-000880	Małgorzata Ostrowska	Szklana pogoda	0.4565
164	audio-0164	wU2Y1k26YmU	KULT	Wódka [OFFICIAL AUDIO]	kult	wodka official audio	utwu-000781	158	KULT	Wódka	kult	wodka	1.0000	1.0000	1.0000	0.2500	exact	utwu-000739	KULT	Polska	0.7500
165	audio-0165	n7BkXebANI0	Tadeusz Woźniak	Zegarmistrz światła - Royal Albert Hall	tadeusz wozniak	zegarmistrz swiatla royal albert hall	utwu-000782	157	Tadeusz Wozniak	Zegarmistrz swiatla	tadeusz wozniak	zegarmistrz swiatla	0.8232	1.0000	0.6786	0.4364	medium	utwu-000703	Ran Nir	I Am With You - Alt-Mix By Ran Nir	0.3868
166	audio-0166	h-6N1Oxoo4o	FISZ EMADE TWORZYWO	Telefon	fisz emade tworzywo	telefon	utwu-000783	156	Fisz Emade Tworzywo	Telefon	fisz emade tworzywo	telefon	1.0000	1.0000	1.0000	0.4000	exact	utwu-000092	Fisz Emade Tworzywo	Jestem w niebie	0.6000
167	audio-0167	QFm1WW_usIQ	Oxford Drama	What Matters	oxford drama	what matters	utwu-000784	155	Oxford Drama	What Matters	oxford drama	what matters	1.0000	1.0000	1.0000	0.5750	exact	utwu-000172	Brodka	Santa Muerte	0.4250
168	audio-0168	V6HaijesNEE	Hooverphonic	Vinegar & Salt (Live at Koningin Elisabethzaal 2012)	hooverphonic	vinegar salt live at koningin elisabethzaal 2012	utwu-000775	164	Hooverphonic	Heartbroken - Live at Koningin Elisabethzaal 2012	hooverphonic	heartbroken live at koningin elisabethzaal 2012	0.9132	1.0000	0.8421	0.0095	review	utwu-000751	Hooverphonic	Mad About You - Live at Koningin Elisabethzaal 2012	0.9036
169	audio-0169	o3V3SIoBw94	Julia Marcell	Matrioszka (official video)	julia marcell	matrioszka official video	utwu-000786	153	Julia Marcell	Matrioszka	julia marcell	matrioszka	1.0000	1.0000	1.0000	0.3184	exact	utwu-000322	Julia Marcell	Tarantino	0.6816
170	audio-0170	tW8auNhHhOk	Swiernalis	Ptak (Official Audio)	swiernalis	ptak official audio	utwu-000787	152	Swiernalis	Ptak	swiernalis	ptak	1.0000	1.0000	1.0000	0.5359	exact	utwu-000028	Kasia Lins	Rób Tak Dalej	0.4641
171	audio-0171	RglHb09IZVM	IRA	Nadzieja	ira	nadzieja	utwu-000788	151	IRA	Nadzieja	ira	nadzieja	1.0000	1.0000	1.0000	0.5750	exact	utwu-000276	Her	Jeanie J	0.4250
172	audio-0172	ieJLfwXACCo	Kortez	Niby nic (Official Audio)	kortez	niby nic official audio	utwu-000789	150	Kortez	Niby nic	kortez	niby nic	1.0000	1.0000	1.0000	0.3559	exact	utwu-000792	Kortez	Z imbirem	0.6441
173	audio-0173	vvOGvk92-9s	Artur Rojek	Długość dźwięku samotności (Official Live Video)	artur rojek	dlugosc dzwieku samotnosci official live video	utwu-000790	149	Artur Rojek	Długość dźwięku samotności - Live	artur rojek	długosc dzwieku samotnosci live	0.9823	1.0000	0.9677	0.4100	high	utwu-000747	Artur Rojek	Beksa	0.5722
174	audio-0174	CC44zj44TRo	Hooverphonic	Uptight	hooverphonic	uptight	utwu-000791	148	Hooverphonic	Uptight	hooverphonic	uptight	1.0000	1.0000	1.0000	0.4033	exact	utwu-000738	Hooverphonic	Romantic	0.5967
175	audio-0175	l_AS1FWcLYI	Lady Pank	Na co komu dziś	lady pank	na co komu dzis	utwu-000939		Lady Pank	Na Co Komu Dziś	lady pank	na co komu dzis	1.0000	1.0000	1.0000	0.5388	exact	utwu-000930	Da Dzaka Nakot	PESNA ŠTO GORI	0.4612
176	audio-0176	Gy1aSTZo0wA	KORTEZ	Z Imbirem [VIDEO - LIVE]	kortez	z imbirem video live	utwu-000792	147	Kortez	Z imbirem	kortez	z imbirem	0.8804	1.0000	0.7826	0.3304	medium	utwu-000789	Kortez	Niby nic	0.5500
177	audio-0177	efC-MCxvexk	Patrick The Pan	Pikselove (Official Video)	patrick the pan	pikselove official video	utwu-000793	146	Patrick the Pan	Pikselove	patrick the pan	pikselove	1.0000	1.0000	1.0000	0.5374	exact	utwu-000950	Jackal & the Wind	Ukulele Song	0.4626
178	audio-0178	Ol0lWhzy6TM	Pablopavo i Ludziki	Ostatni dzień sierpnia (Official Video)	pablopavo i ludziki	ostatni dzien sierpnia official video	utwu-000794	145	Pablopavo i Ludziki	Ostatni Dzień Sierpnia	pablopavo i ludziki	ostatni dzien sierpnia	1.0000	1.0000	1.0000	0.3667	exact	utwu-000289	Pablopavo i Ludziki	Karwoski - radio single	0.6333
179	audio-0179	4ylyZ_2FaHs	Daniel Bloom feat. Gaba Kulka	How We Disappear [Official Music Video]	daniel bloom feat gaba kulka	how we disappear official music video	utwu-000795	144	Daniel Bloom, Gaba Kulka	How We Disappear (feat. Gaba Kulka)	daniel bloom | gaba kulka	how we disappear feat gaba kulka	0.7742	0.9057	0.6667	0.3634	review	utwu-000470	Roseaux, Melissa Laveaux	You Can Discover	0.4108
180	audio-0180	2P78nxoE_JY	Hooverphonic	Anger Never Dies	hooverphonic	anger never dies	utwu-000796	143	Hooverphonic	Anger Never Dies - Live at Koningin Elisabethzaal 2012	hooverphonic	anger never dies live at koningin elisabethzaal 2012	0.7088	1.0000	0.4706	0.0624	review	utwu-000762	Hooverphonic	Lethal Skies	0.6464
181	audio-0181	eRqOxxyHN28	FISMOLL	Trifle (Official Video)	fismoll	trifle official video	utwu-000797	142	Fismoll	Trifle	fismoll	trifle	1.0000	1.0000	1.0000	0.4833	exact	utwu-000699	Flunk	Petrified	0.5167
182	audio-0182	I0deTzn9Cbw	Brodka	Holy Holes (Official Video)	brodka	holy holes official video	utwu-000798	141	Brodka	Holy Holes	brodka	holy holes	1.0000	1.0000	1.0000	0.2750	exact	utwu-000748	Brodka	Horses	0.7250
183	audio-0183	BU5AJ2_kJ-Q	Hooverphonic	No More Sweet Music	hooverphonic	no more sweet music	utwu-000799	140	Hooverphonic	No More Sweet Music	hooverphonic	no more sweet music	1.0000	1.0000	1.0000	0.3300	exact	utwu-000785	Hooverphonic	Vinegar & Salt	0.6700
184	audio-0184	NfSGMnl_9NE	Daria Zawiałow	Szarówka	daria zawialow	szarowka	utwu-000800	139	Daria Zawiałow	Szarówka	daria zawiałow	szarowka	0.9679	0.9286	1.0000	0.3808	high	utwu-000740	Daria Zawiałow	Malinowy Chruśniak	0.5871
185	audio-0185	ZJSQxbedplM	Hooverphonic	2 Wicky (Live at Koningin Elisabethzaal 2012)	hooverphonic	2 wicky live at koningin elisabethzaal 2012	utwu-000751	188	Hooverphonic	Mad About You - Live at Koningin Elisabethzaal 2012	hooverphonic	mad about you live at koningin elisabethzaal 2012	0.9043	1.0000	0.8261	0.0021	review	utwu-000775	Hooverphonic	Heartbroken - Live at Koningin Elisabethzaal 2012	0.9022
186	audio-0186	1rf72slI27g	Brodka	Bez tytulu	brodka	bez tytulu	utwu-000803	136	Brodka	Bez tytulu	brodka	bez tytulu	1.0000	1.0000	1.0000	0.4500	exact	utwu-000172	Brodka	Santa Muerte	0.5500
187	audio-0187	re22d3fY-Gk	Hooverphonic	Horrible Person	hooverphonic	horrible person	utwu-000804	135	Hooverphonic	Horrible Person	hooverphonic	horrible person	1.0000	1.0000	1.0000	0.3463	exact	utwu-000762	Hooverphonic	Lethal Skies	0.6537
188	audio-0188	F1PMqX0wCx8	Zbigniew Preisner	Kai kairos	zbigniew preisner	kai kairos	utwu-000805	134	Zbigniew Preisner	Kai kairos	zbigniew preisner	kai kairos	1.0000	1.0000	1.0000	0.5562	exact	utwu-000001	Daniela Andrade	La Vie En Rose	0.4438
189	audio-0189	sUlb7f3jEnk	Maria Peszek	Maria Awaria (Official Audio)	maria peszek	maria awaria official audio	utwu-000806	133	Maria Peszek	Maria Awaria	maria peszek	maria awaria	1.0000	1.0000	1.0000	0.2881	exact	utwu-000185	Maria Peszek	Ave Maria	0.7119
190	audio-0190	0J2QdDbelmY	The White Stripes	Seven Nation Army (Official Music Video)	the white stripes	seven nation army official music video	utwu-000807	132	The White Stripes	Seven Nation Army	the white stripes	seven nation army	1.0000	1.0000	1.0000	0.3600	exact	utwu-000905	The White Stripes, The Glitch Mob	Seven Nation Army - The Glitch Mob Remix	0.6400
192	audio-0192	V5z_LOrPqZE	Hugh Laurie	Let Them Talk	hugh laurie	let them talk	utwu-000809	130	Hugh Laurie	Let Them Talk	hugh laurie	let them talk	1.0000	1.0000	1.0000	0.4882	exact	utwu-000346	Catastrophe Waitress	Silent Talk	0.5118
193	audio-0193	oObi6HJMMu8	Diablo Swing Orchestra	Balrog Boogie	diablo swing orchestra	balrog boogie	utwu-000810	129	Diablo Swing Orchestra	Balrog Boogie	diablo swing orchestra	balrog boogie	1.0000	1.0000	1.0000	0.3929	exact	utwu-000811	Diablo Swing Orchestra	D'Angelo	0.6071
195	audio-0195	UHeMHkPyNQ0	Diablo Swing Orchestra	Speed Dating an Arsonist (Official Music Video)	diablo swing orchestra	speed dating an arsonist official music video	utwu-000812	127	Diablo Swing Orchestra	Speed Dating An Arsonist	diablo swing orchestra	speed dating an arsonist	1.0000	1.0000	1.0000	0.3781	exact	utwu-000811	Diablo Swing Orchestra	D'Angelo	0.6219
196	audio-0196	m2mZVOd0jWY	Diablo Swing Orchestra	Voodoo Mon Amour	diablo swing orchestra	voodoo mon amour	utwu-000813	126	Diablo Swing Orchestra	Voodoo mon amour	diablo swing orchestra	voodoo mon amour	1.0000	1.0000	1.0000	0.3667	exact	utwu-000811	Diablo Swing Orchestra	D'Angelo	0.6333
